,id,description,jobflag
361,361,Develop code for measurement of pricing actions,1
362,362,Collaborate as a participating member of the IT-Security and Information Security team,4
363,363,Collaborate across the business to understand IT and business constraints,1
364,364,"Supervise, lead, mentor, and cross-train teams of both blue team and red team consultants.",4
365,365,Growing your skillset through mentoring and training opportunities.,3
366,366,Improve model ingestion and robustness at the front end of our pipeline,2
367,367,Create and execute automated tests using product APIs and scripting,3
368,368,Designs data integrations and data quality framework.,3
369,369,This role bridges the gap between Software Engineer and Research Scientist.,2
370,370,"Formulates, documents, and maintains quality control standards and product installation guides for customers.",3
371,371,"Regularly updates eGRC - based on completed compliance monitoring reviews - and creates new ""risks"", and ""issues"", and inputs remediating action plans the business has agreed to",4
372,372,Keep our data separated and secure across national boundaries through multiple data centers and AWS regions.,4
373,373,"Developing and performing automated builds, testing, and deployments",3
374,374,Continuously improve team objectives through creative automation,3
375,375,Additional duties as may be required,3
376,376,Participate in problem solving and troubleshooting,3
377,377,You must be able to manage your time and generate additional appointments through referrals and other self-generated devices we equip you with.,4
378,378,Feedback: To provide respectful yet honest feedback to leadership about how to better achieve the DevOps goals,4
